105.000000,979.000000,8.899087,-0.983940
74.000000,704.000000,6.462706,-0.997191
47.000000,448.000000,4.160018,-0.988829
157.000000,1464.000000,13.485978,-0.995562
125.000000,1157.000000,10.255758,-0.975736
49.000000,458.000000,4.038280,-0.967112
81.000000,747.000000,6.662337,-0.982765
30.000000,285.000000,2.626218,-0.947082
136.000000,1246.000000,11.272850,-0.991077
142.000000,1317.000000,11.910584,-0.995286
113.000000,1064.000000,9.574826,-0.941545
38.000000,362.000000,3.311939,-0.958685
220.000000,2013.000000,18.203610,-0.991280
91.000000,835.000000,7.641559,-0.982929
9.000000,94.000000,0.911740,-0.588999
87.000000,800.000000,7.236356,-0.976388
100.000000,936.000000,8.534032,-0.985735
38.000000,355.000000,3.155472,-0.972678
149.000000,1351.000000,12.146116,-0.970667
153.000000,1419.000000,12.713213,-0.986413
84.000000,787.000000,7.223669,-0.956862
19.000000,186.000000,1.650534,-0.819290
47.000000,433.000000,3.904701,-0.973675
115.000000,1070.000000,9.662003,-0.994583
26.000000,243.000000,2.222119,-0.920557
39.000000,366.000000,3.367658,-0.985305
245.000000,2255.000000,20.444397,-0.997330
106.000000,992.000000,8.930887,-0.991491
20.000000,198.000000,1.803773,-0.778157
60.000000,551.000000,4.975475,-0.986121
312.000000,2880.000000,25.909334,-0.998552
244.000000,2254.000000,20.691135,-0.993270
52.000000,498.000000,4.532771,-0.913415
8.000000,81.000000,0.781996,-0.638008
171.000000,1593.000000,14.518364,-0.998595
206.000000,1912.000000,17.457072,-0.990138
104.000000,982.000000,8.836688,-0.995258
59.000000,556.000000,4.918814,-0.993224
76.000000,720.000000,6.446394,-0.980757
43.000000,408.000000,3.761332,-0.980272
140.000000,1301.000000,11.679507,-0.990893
61.000000,562.000000,5.045879,-0.955237
23.000000,227.000000,1.997408,-0.976774
192.000000,1790.000000,16.032320,-0.994801
59.000000,548.000000,5.058247,-0.967227
99.000000,917.000000,8.323235,-0.980784
154.000000,1422.000000,12.787212,-0.998211
133.000000,1227.000000,11.155619,-0.986116
73.000000,676.000000,5.965774,-0.982911
58.000000,547.000000,4.859997,-0.985742
74.000000,688.000000,6.188820,-0.930066
48.000000,452.000000,3.994903,-0.989457
129.000000,1199.000000,10.682929,-0.990128
30.000000,284.000000,2.592834,-0.984627
115.000000,1067.000000,9.697091,-0.986273
43.000000,400.000000,3.590640,-0.958159
224.000000,2085.000000,19.106563,-0.981317
56.000000,526.000000,4.809639,-0.923765
80.000000,734.000000,6.650374,-0.986160
39.000000,357.000000,3.250741,-0.909637
47.000000,439.000000,4.020902,-0.957879
231.000000,2117.000000,19.118873,-0.995630
78.000000,720.000000,6.541431,-0.985222
40.000000,380.000000,3.454131,-0.919007
195.000000,1801.000000,16.332977,-0.981943
69.000000,636.000000,5.712612,-0.887939
130.000000,1189.000000,10.681385,-0.973424
13.000000,131.000000,1.229246,-0.697049
275.000000,2542.000000,22.908503,-0.994050
107.000000,991.000000,8.952812,-0.994742
64.000000,584.000000,5.237339,-0.982399
203.000000,1855.000000,17.106357,-0.995574
135.000000,1269.000000,11.589692,-0.969175
18.000000,175.000000,1.586388,-0.743440
37.000000,356.000000,3.164959,-0.962821
56.000000,532.000000,4.783586,-0.993155
71.000000,650.000000,5.801678,-0.957008
93.000000,871.000000,7.776025,-0.998031
30.000000,284.000000,2.521739,-0.842964
45.000000,418.000000,3.712161,-0.916911
82.000000,770.000000,6.854109,-0.988267
27.000000,268.000000,2.434392,-0.986972
128.000000,1199.000000,10.838883,-0.999034
136.000000,1269.000000,11.379872,-0.994131
216.000000,1985.000000,17.716470,-0.993095
201.000000,1880.000000,17.063349,-0.980379
42.000000,386.000000,3.536100,-0.925362
50.000000,484.000000,4.417517,-0.983775
20.000000,193.000000,1.801201,-0.892626
34.000000,317.000000,2.882515,-0.935849
126.000000,1157.000000,10.649424,-0.991959
76.000000,697.000000,6.303983,-0.983017
54.000000,507.000000,4.589652,-0.916974
49.000000,464.000000,4.369214,-0.979269
100.000000,938.000000,8.526376,-0.957117
79.000000,734.000000,6.736267,-0.983572
48.000000,449.000000,4.141884,-0.982916
35.000000,335.000000,3.059690,-0.874098
86.000000,792.000000,7.227061,-0.988667
76.000000,702.000000,6.821063,-0.978494
276.000000,2511.000000,22.921464,-0.989607
46.000000,429.000000,3.849072,-0.919536
83.000000,767.000000,6.946291,-0.980344
97.000000,903.000000,8.088880,-0.990671
82.000000,778.000000,6.987190,-0.983380
14.000000,139.000000,1.221301,-0.424102
123.000000,1132.000000,10.146820,-0.983670
63.000000,585.000000,5.333316,-0.978162
107.000000,975.000000,8.727588,-0.994405
37.000000,339.000000,3.055386,-0.981321
31.000000,290.000000,2.671960,-0.950330
175.000000,1604.000000,14.440206,-0.986978
25.000000,245.000000,2.123574,-0.891844
19.000000,184.000000,1.669940,-0.933662
64.000000,617.000000,5.550451,-0.969462
130.000000,1202.000000,10.779028,-0.989905
104.000000,964.000000,8.637736,-0.967807
92.000000,849.000000,7.691985,-0.993715
252.000000,2317.000000,22.737141,-0.988635
28.000000,270.000000,2.733745,-0.963384
149.000000,1377.000000,13.651951,-0.972934
62.000000,581.000000,5.643178,-0.988866
108.000000,998.000000,9.967104,-0.950921
32.000000,301.000000,2.967185,-0.908362
